source_file,scope,level_id,level,topic_id,topic,card_id,pl_surface,en_gloss,classification_basis,entry_type,lemma_candidate,lemma_confidence,surface_sie_form,pair_raw,pair_lemmas,relation_type,related_ids,sense_groups,is_mature,case_guidance_status,case_ids_raw,hint_evidence,example_evidence,surface_normalized,duplicate_surface_group_size,flashcard_eligible,search_eligible,typeit_eligible,listening_eligible,mixed_eligible,accepted_answers_count,source_match_audit_class,book_indexes,linked_repository_form_source_entry_numbers,opposite_reflexivity_collision_entry_numbers,uncertainty_note
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-first-verbs,Pierwsze czasowniki,a1-first-verbs-001,być,to be,infinitive-headed Polish label + English verbal gloss,lemma,być,high-surface; semantic sense unresolved,false,,,,,,false,none-structured; inspect free text/context,,"Irregular: jestem, jesteś, jest, jesteśmy, jesteście, są.",Jestem z Hiszpanii.,być,1,true,true,true,true,true,0,exact,25,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-first-verbs,Pierwsze czasowniki,a1-first-verbs-002,mieć,to have,infinitive-headed Polish label + English verbal gloss,lemma,mieć,high-surface; semantic sense unresolved,false,mieć (impf only),mieć,,,,false,none-structured; inspect free text/context,,"mam, masz, ma. 'Mam pytanie' = I have a question.",Mam dwa koty i psa.,mieć,1,true,true,true,true,true,0,exact,214,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-first-verbs,Pierwsze czasowniki,a1-first-verbs-003,chcieć,to want,infinitive-headed Polish label + English verbal gloss,lemma,chcieć,high-surface; semantic sense unresolved,false,chcieć / zechcieć,chcieć;zechcieć,,,,false,none-structured; inspect free text/context,,"chcę, chcesz, chce. Softer: 'chciałbym' = I would like.",Chcę mówić po polsku.,chcieć,1,true,true,true,true,true,0,exact,30,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-first-verbs,Pierwsze czasowniki,a1-first-verbs-004,móc,can / to be able to,infinitive-headed Polish label + English verbal gloss,lemma,móc,high-surface; semantic sense unresolved,false,móc (impf only),móc,,,,false,none-structured; inspect free text/context,,"mogę, możesz, może. 'Czy mogę...?' = may I...?",Czy mogę tu usiąść?,móc,1,true,true,true,true,true,0,exact,225,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-first-verbs,Pierwsze czasowniki,a1-first-verbs-005,musieć,must / to have to,infinitive-headed Polish label + English verbal gloss,lemma,musieć,high-surface; semantic sense unresolved,false,musieć (impf only),musieć,,,,false,none-structured; inspect free text/context,,"muszę, musisz, musi.",Muszę już iść.,musieć,1,true,true,true,true,true,0,exact,227,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-first-verbs,Pierwsze czasowniki,a1-first-verbs-006,iść,"to go (on foot, now)",infinitive-headed Polish label + English verbal gloss,lemma,iść,high-surface; semantic sense unresolved,false,iść / pójść,iść;pójść,,,,false,none-structured; inspect free text/context,,"idę, idziesz, idzie. For walking somewhere right now.",Idę do sklepu.,iść,1,true,true,true,true,true,0,exact,143,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-first-verbs,Pierwsze czasowniki,a1-first-verbs-007,jechać,"to go (by vehicle, now)",infinitive-headed Polish label + English verbal gloss,lemma,jechać,high-surface; semantic sense unresolved,false,jechać / pojechać,jechać;pojechać,,,,false,none-structured; inspect free text/context,,"jadę, jedziesz, jedzie. For any transport.",Jadę tramwajem do centrum.,jechać,1,true,true,true,true,true,0,exact,144,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-first-verbs,Pierwsze czasowniki,a1-first-verbs-008,robić,to do / to make,infinitive-headed Polish label + English verbal gloss,lemma,robić,high-surface; semantic sense unresolved,false,robić / zrobić,robić;zrobić,,,,false,none-structured; inspect free text/context,,"robię, robisz, robi. 'Co robisz?' = what are you doing?",Co robisz w weekend?,robić,1,true,true,true,true,true,0,exact,586,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-first-verbs,Pierwsze czasowniki,a1-first-verbs-009,mówić,to speak / to say,infinitive-headed Polish label + English verbal gloss,lemma,mówić,high-surface; semantic sense unresolved,false,mówić / powiedzieć,mówić;powiedzieć,,,,false,none-structured; inspect free text/context,,"mówię, mówisz, mówi. 'Mówię po polsku' = I speak Polish.",Mówię trochę po polsku.,mówić,1,true,true,true,true,true,0,exact,226,464,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-first-verbs,Pierwsze czasowniki,a1-first-verbs-010,rozumieć,to understand,infinitive-headed Polish label + English verbal gloss,lemma,rozumieć,high-surface; semantic sense unresolved,false,rozumieć / zrozumieć,rozumieć;zrozumieć,,,,false,none-structured; inspect free text/context,,"rozumiem, rozumiesz, rozumie.","Rozumiem, ale proszę mówić wolniej.",rozumieć,1,true,true,true,true,true,0,exact,616,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-first-verbs,Pierwsze czasowniki,a1-first-verbs-011,wiedzieć,to know (a fact),infinitive-headed Polish label + English verbal gloss,lemma,wiedzieć,high-surface; semantic sense unresolved,false,wiedzieć (impf only),wiedzieć,,,,false,none-structured; inspect free text/context,,"wiem, wiesz, wie. For facts; for people and places use 'znać'.","Nie wiem, gdzie to jest.",wiedzieć,1,true,true,true,true,true,0,exact,780,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-first-verbs,Pierwsze czasowniki,a1-first-verbs-012,znać,"to know (a person, place)",infinitive-headed Polish label + English verbal gloss,lemma,znać,high-surface; semantic sense unresolved,false,znać / poznać,znać;poznać,,,,false,none-structured; inspect free text/context,,"znam, znasz, zna. 'Znam Warszawę' = I know Warsaw.",Czy znasz tę restaurację?,znać,1,true,true,true,true,true,0,exact,972,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-first-verbs,Pierwsze czasowniki,a1-first-verbs-013,jeść,to eat,infinitive-headed Polish label + English verbal gloss,lemma,jeść,high-surface; semantic sense unresolved,false,jeść / zjeść,jeść;zjeść,,,verb-to-eat,false,none-structured; inspect free text/context,,"jem, jesz, je. Irregular but essential.",Co jesz na śniadanie?,jeść,1,true,true,true,true,true,0,exact,145,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-first-verbs,Pierwsze czasowniki,a1-first-verbs-014,pić,to drink,infinitive-headed Polish label + English verbal gloss,lemma,pić,high-surface; semantic sense unresolved,false,pić / wypić,pić;wypić,,,,false,none-structured; inspect free text/context,,"piję, pijesz, pije.",Piję dużo wody.,pić,1,true,true,true,true,true,0,exact,400,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-first-verbs,Pierwsze czasowniki,a1-first-verbs-015,kupować,to buy,infinitive-headed Polish label + English verbal gloss,lemma,kupować,high-surface; semantic sense unresolved,false,kupować / kupić,kupować;kupić,,,,false,none-structured; inspect free text/context,,"kupuję, kupujesz. Perfective 'kupić' for a single purchase.",Kupuję bilet w aplikacji.,kupować,2,true,true,true,true,true,0,exact,185,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-first-verbs,Pierwsze czasowniki,a1-first-verbs-016,mieszkać,to live (reside),infinitive-headed Polish label + English verbal gloss,lemma,mieszkać,high-surface; semantic sense unresolved,false,mieszkać / zamieszkać,mieszkać;zamieszkać,,,,false,none-structured; inspect free text/context,,"mieszkam, mieszkasz. 'Gdzie mieszkasz?' = where do you live?",Mieszkam w Warszawie od roku.,mieszkać,1,true,true,true,true,true,0,exact,218,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-first-verbs,Pierwsze czasowniki,a1-first-verbs-017,pracować,to work,infinitive-headed Polish label + English verbal gloss,lemma,pracować,high-surface; semantic sense unresolved,false,pracować (impf only),pracować,,,,false,none-structured; inspect free text/context,,"pracuję, pracujesz.",Pracuję w biurze w centrum.,pracować,1,true,true,true,true,true,0,exact,483,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-first-verbs,Pierwsze czasowniki,a1-first-verbs-018,lubić,to like,infinitive-headed Polish label + English verbal gloss,lemma,lubić,high-surface; semantic sense unresolved,false,lubić / polubić,lubić;polubić,,,,false,explicit-case-name-in-card-text,accusative,"lubię, lubisz. Takes accusative: lubię kawę.",Lubię polskie jedzenie.,lubić,2,true,true,true,true,true,0,exact,197,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-first-verbs,Pierwsze czasowniki,a1-first-verbs-019,kochać,to love,infinitive-headed Polish label + English verbal gloss,lemma,kochać,high-surface; semantic sense unresolved,false,kochać / pokochać,kochać;pokochać,,,,false,none-structured; inspect free text/context,,"kocham, kochasz. 'Kocham cię' = I love you.",Kocham to miasto.,kochać,2,true,true,true,true,true,0,exact,162,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-first-verbs,Pierwsze czasowniki,a1-first-verbs-020,szukać,to look for,infinitive-headed Polish label + English verbal gloss,lemma,szukać,high-surface; semantic sense unresolved,false,szukać / poszukać,szukać;poszukać,,,,false,explicit-case-name-in-card-text,genitive,"szukam, szukasz. Takes genitive: szukam pracy.",Szukam dobrej kawiarni.,szukać,1,true,true,true,true,true,0,exact,684,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-first-verbs,Pierwsze czasowniki,a1-first-verbs-021,czekać,to wait,infinitive-headed Polish label + English verbal gloss,lemma,czekać,high-surface; semantic sense unresolved,false,czekać / poczekać,czekać;poczekać,,,,false,explicit-case-name-in-card-text,accusative,"czekam, czekasz. 'Czekam na...' + accusative.",Czekam na autobus.,czekać,1,true,true,true,true,true,0,exact,46,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-first-verbs,Pierwsze czasowniki,a1-first-verbs-022,pomagać,to help,infinitive-headed Polish label + English verbal gloss,lemma,pomagać,high-surface; semantic sense unresolved,false,pomagać / pomóc,pomagać;pomóc,,,,false,explicit-case-name-in-card-text,dative,"pomagam, pomagasz. Takes dative: pomagam mamie.",Czy mogę ci pomóc?,pomagać,1,true,true,true,true,true,0,exact,440,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-colours-clothes,Kolory i ubrania,a1-colours-clothes-019,nosić,to wear,infinitive-headed Polish label + English verbal gloss,lemma,nosić,high-surface; semantic sense unresolved,false,"nosić (impf, habitual)",nosić,,,,false,none-structured; inspect free text/context,,"noszę, nosisz. For what you wear regularly.",Nie noszę sukienek.,nosić,2,true,true,true,true,true,0,exact,270,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-colours-clothes,Kolory i ubrania,a1-colours-clothes-021,pasować,to fit / to suit,infinitive-headed Polish label + English verbal gloss,lemma,pasować,high-surface; semantic sense unresolved,false,pasować (impf only),pasować,,,,false,none-structured; inspect free text/context,,'To mi pasuje' = that suits me / works for me.,Ta kurtka do ciebie pasuje.,pasować,1,true,true,true,true,true,0,exact,396,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-free-time,Czas wolny,a1-free-time-003,czytać,to read,infinitive-headed Polish label + English verbal gloss,lemma,czytać,high-surface; semantic sense unresolved,false,czytać / przeczytać,czytać;przeczytać,,,,false,none-structured; inspect free text/context,,"czytam, czytasz. 'lubię czytać' = I like reading.",Lubię czytać przed snem.,czytać,1,true,true,true,true,true,0,exact,54,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-free-time,Czas wolny,a1-free-time-004,oglądać,to watch,infinitive-headed Polish label + English verbal gloss,lemma,oglądać,high-surface; semantic sense unresolved,false,oglądać / obejrzeć,oglądać;obejrzeć,,,,false,none-structured; inspect free text/context,,"oglądam, oglądasz. For TV, films, matches.",Wieczorem oglądam seriale.,oglądać,1,true,true,true,true,true,0,exact,347,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-free-time,Czas wolny,a1-free-time-005,słuchać muzyki,to listen to music,infinitive-headed Polish label + English verbal gloss,verb-phrase-or-collocation,słuchać,high-surface; semantic sense unresolved,false,słuchać / posłuchać,słuchać;posłuchać,,,,false,explicit-case-name-in-card-text,genitive,'słuchać' takes the genitive: słucham muzyki.,Słucham muzyki w drodze do pracy.,słuchać muzyki,1,true,true,true,true,true,0,exact,643,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-free-time,Czas wolny,a1-free-time-006,grać,to play,infinitive-headed Polish label + English verbal gloss,lemma,grać,high-surface; semantic sense unresolved,false,grać / zagrać,grać;zagrać,,,,false,none-structured; inspect free text/context,,"gram, grasz. 'grać w' + sport/game, 'grać na' + instrument.",Gram w piłkę w każdą sobotę.,grać,1,true,true,true,true,true,0,exact,129,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-free-time,Czas wolny,a1-free-time-007,grać na gitarze,to play the guitar,infinitive-headed Polish label + English verbal gloss,verb-phrase-or-collocation,grać,high-surface; semantic sense unresolved,false,grać / zagrać,grać;zagrać,,,,false,explicit-case-name-in-card-text,locative,"'grać na' + instrument in the locative: na gitarze, na pianinie.",Uczę się grać na gitarze.,grać na gitarze,1,true,true,true,true,true,0,exact,129,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-free-time,Czas wolny,a1-free-time-008,śpiewać,to sing,infinitive-headed Polish label + English verbal gloss,lemma,śpiewać,high-surface; semantic sense unresolved,false,śpiewać / zaśpiewać,śpiewać;zaśpiewać,,,,false,none-structured; inspect free text/context,,"śpiewam, śpiewasz.",Lubię śpiewać pod prysznicem.,śpiewać,1,true,true,true,true,true,0,exact,691,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-free-time,Czas wolny,a1-free-time-009,tańczyć,to dance,infinitive-headed Polish label + English verbal gloss,lemma,tańczyć,high-surface; semantic sense unresolved,false,tańczyć / zatańczyć,tańczyć;zatańczyć,,,,false,none-structured; inspect free text/context,,"tańczę, tańczysz.",Czy lubisz tańczyć?,tańczyć,1,true,true,true,true,true,0,exact,694,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-free-time,Czas wolny,a1-free-time-010,gotować,to cook,infinitive-headed Polish label + English verbal gloss,lemma,gotować,high-surface; semantic sense unresolved,false,gotować / ugotować,gotować;ugotować,,,,false,none-structured; inspect free text/context,,"gotuję, gotujesz.",W weekend lubię gotować dla znajomych.,gotować,2,true,true,true,true,true,0,exact,128,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-free-time,Czas wolny,a1-free-time-011,malować,to paint / to draw,infinitive-headed Polish label + English verbal gloss,lemma,malować,high-surface; semantic sense unresolved,false,malować / namalować,malować;namalować,,,,false,none-structured; inspect free text/context,,"maluję, malujesz. 'rysować' = to draw with a pencil.",Moja córka lubi malować.,malować,1,true,true,true,true,true,0,exact,205,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-free-time,Czas wolny,a1-free-time-012,pływać,to swim,infinitive-headed Polish label + English verbal gloss,lemma,pływać,high-surface; semantic sense unresolved,false,"pływać (impf, habitual)",pływać,,,,false,none-structured; inspect free text/context,,"pływam, pływasz.",Latem często pływam w jeziorze.,pływać,1,true,true,true,true,true,0,exact,410,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-free-time,Czas wolny,a1-free-time-013,biegać,to run / to jog,infinitive-headed Polish label + English verbal gloss,lemma,biegać,high-surface; semantic sense unresolved,false,"biegać (impf, habitual)",biegać,,,,false,none-structured; inspect free text/context,,"biegam, biegasz. As regular exercise.",Biegam w parku trzy razy w tygodniu.,biegać,2,true,true,true,true,true,0,absent,,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-free-time,Czas wolny,a1-free-time-014,jeździć na rowerze,to ride a bike,infinitive-headed Polish label + English verbal gloss,verb-phrase-or-collocation,jeździć,high-surface; semantic sense unresolved,false,"jeździć (impf, habitual)",jeździć,,,,false,explicit-case-name-in-card-text,locative,'jeździć na' + locative.,W weekend jeździmy na rowerach.,jeździć na rowerze,1,true,true,true,true,true,0,exact,146,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-free-time,Czas wolny,a1-free-time-015,grać w gry,to play games,infinitive-headed Polish label + English verbal gloss,verb-phrase-or-collocation,grać,high-surface; semantic sense unresolved,false,grać / zagrać,grać;zagrać,,,,false,none-structured; inspect free text/context,,Video or board games. 'gra planszowa' = board game.,Wieczorami gram w gry na komputerze.,grać w gry,1,true,true,true,true,true,0,exact,129,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-free-time,Czas wolny,a1-free-time-016,spotykać się ze znajomymi,to meet up with friends,infinitive-headed Polish label + English verbal gloss,verb-phrase-or-collocation,spotykać się,high-surface; semantic sense unresolved,true,spotykać się / spotkać się,spotykać się;spotkać się,,,,false,explicit-case-name-in-card-text,instrumental,'spotykać się z' + instrumental.,W piątki spotykam się ze znajomymi.,spotykać się ze znajomymi,1,true,true,true,true,true,0,exact,658,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-free-time,Czas wolny,a1-free-time-017,podróżować,to travel,infinitive-headed Polish label + English verbal gloss,lemma,podróżować,high-surface; semantic sense unresolved,false,podróżować (impf only),podróżować,,,,false,none-structured; inspect free text/context,,"podróżuję, podróżujesz.",Uwielbiam podróżować po Europie.,podróżować,1,true,true,true,true,true,0,exact,430,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a1.js,core-A1-B1-lexical-card,a1,A1,a1-free-time,Czas wolny,a1-free-time-018,robić zdjęcia,to take photos,infinitive-headed Polish label + English verbal gloss,verb-phrase-or-collocation,robić,high-surface; semantic sense unresolved,false,robić / zrobić,robić;zrobić,,,,false,none-structured; inspect free text/context,,Literally 'to make photos'.,Lubię robić zdjęcia w podróży.,robić zdjęcia,1,true,true,true,true,true,0,exact,586,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
